,Emotion,Text,Clean_Text
2573,surprise,would HAVE!! RT @Emilys_Heart_ Nearly picked up the pot of chili to put on my toast instead of jam.... That would of been a nice ,HAVE RT   Nearly picked pot chili toast instead jam nice
2574,joy,Yay for another shitty day today ,Yay shitty day today
2575,joy,I was called and invited to have a talk about a job I wanted to have.,called invited talk job wanted have
2576,anger,"I was even more infuriated to read that their short separation was a ` tragedy "" . ",infuriated read short separation  tragedy  
2577,surprise,Commentator hasn't picked up on Giggs second time throwing someone to the floor ,Commentator picked Giggs second time throwing floor
2578,joy,The participants in folk dance can and certainly do show elation . ,participants folk dance certainly elation 
2579,sadness, I am sorry . There is a speed limit . ,sorry  speed limit 
2580,joy,"At various periods in his life , he had felt contented , satisfied , angry -- certainly angry -- smug , remorseful , even guilty . ",periods life  felt contented  satisfied  angry  certainly angry  smug  remorseful  guilty 
2581,anger,"I am very whiney today, my sincere apologies. Wtfuffle. Rage.",whiney today sincere apologies Wtfuffle Rage
2582,surprise,Making a cake for Jesus's birthday party tomorrow...  : ) @jesus ,Making cake Jesuss birthday party tomorrow : )  
2583,joy,Break! Someone has been kind to you when you really needed it. Remember their kindness &amp; feel it again. #LJB,Break kind needed it Remember kindness amp feel again #LJB
2584,neutral, Yes . ,Yes 
2585,joy,Pee-wee wrestling tournament... ,Peewee wrestling tournament
2586,sadness,finished season 4 of dexter ,finished season 4 dexter
2587,joy,It's done. I ordered a Kindle. I'm excited to get my read on! What are you excited about this Holiday season? ,done ordered Kindle Im excited read on excited Holiday season
2588,joy,"Love Is Life &amp;&amp; Life Is Loving,,. Very Special ",Love Life ampamp Life Loving Special
2589,surprise,Feelin' good on 5 hours of sleep?  ,Feelin good 5 hours sleep
2590,sadness,"@theTrestle I miss you, is G coming home for Xmas?  #benjaminbutton #xmasparty?!?",  miss you G coming home Xmas #benjaminbutton #xmasparty
2591,anger,When the morning newspaper has not arrived.,morning newspaper arrived
2592,joy,gonna get my Canon Rebel T3 on Black Friday!! ,gonna Canon Rebel T3 Black Friday
2593,joy,Are these really my emotions? Am I really this happy? WOW looking back I would have said this is possible ♥,emotions happy WOW looking said possible ♥
2594,sadness,My child passed away after a short illness when he was just eleven months old. I was only told about his death without knowing that he had been ill.,child passed away short illness months old told death knowing ill
2595,surprise,@PhatbaySA....eMallume Vusi Khulekhani Manana wen will u start planing 4 my Birthday Party?? Lmfao,  Vusi Khulekhani Manana wen u start planing 4 Birthday Party Lmfao
2596,sadness,Some nights I miss you but then I remember all that you put me through then I remember why I hate you ,nights miss remember remember hate
2597,sadness,"` You must n't be downcast , "" said Lydia . ", nt downcast   said Lydia 
2598,surprise,"It is also worth speculating on the fate of what must have been a nonplussed Christopher Chryselius , Sir John Pennington must have been thoroughly annoyed at the outcome , too . ",worth speculating fate nonplussed Christopher Chryselius  Sir John Pennington thoroughly annoyed outcome  
2599,sadness,"@zoewinters you've abandoned me on the chats of late, forcing me to resort to tweeting ",  abandoned chats late forcing resort tweeting
2600,sadness,"` It is that hard , "" he said ominously , and I thought of John Maggovertski 's sadness for a pretty girl who had whored herself to pay for the white powder . ", hard   said ominously  thought John Maggovertski s sadness pretty girl whored pay white powder 
2601,fear,   Infiltration in our lives. The illusion of so we accept their political Solutions. #Tyranny,Infiltration lives illusion accept political Solutions #Tyranny
2602,joy,Dont you love crouded trains full of year 9s -_- ,Dont love crouded trains year 9s 
2603,surprise,my niece just screamed on the phone when I told her I'd see her tomorrow cuz she didn't think I was coming home until December ,niece screamed phone told Id tomorrow cuz think coming home December
2604,surprise,Niks geregeld krijgen om morgen met de auto naar school te gaan.. ,Niks geregeld krijgen om morgen met de auto naar school te gaan
2605,sadness,When someone I love told me that she did not love me anymore and that she wanted all the snaps that she had given me in exchange for the ones I had given her.,love told love anymore wanted snaps given exchange ones given her
2606,anger," &quot;If you are patient in one moment of anger, you will escape a hundred days of sorrow.&quot;  ",quotIf patient moment anger escape days sorrowquot
2607,sadness,I miss her so much... Huhhhh!!! If only i had that chance to b with her before she left!!! ,miss much Huhhhh chance b left
2608,disgust,@3rdculturekid @markosborne04 @earnestdjohnson @troypayne sad thing is I was ready to say good job Knicks but not these Knicks fans ,        sad thing ready good job Knicks Knicks fans
2609,joy,@ClaireCater1 The apparent on your Mum's face is very moving. Technology really can do some amazing things.,  apparent Mums face moving Technology amazing things
2610,neutral, Oh yeah ? ,Oh yeah 
2611,neutral," And I bet you studied , too . ",bet studied  
2612,joy,Christmas music at CITB band practice!! ,Christmas music CITB band practice
2613,joy,"just finished work, legs killing, back aching need my bed and it happens all again tomorrow ",finished work legs killing aching need bed happens tomorrow
2614,sadness,"@DDub_Gurl4Ever I'll be missin #BB tonight, going to an annual Christmas concert then out with the band! @SonsofMaxwell",  Ill missin #BB tonight going annual Christmas concert band  
2615,joy,"Today I have eaten steak, slept, and messed with the cat. Loving my birthday so far. Next I will grocery shop for things I don't need. ",Today eaten steak slept messed cat Loving birthday far grocery shop things need
2616,sadness,Watching the state football game. We should be there playing whitehaven. ,Watching state football game playing whitehaven
2617,anger,When I spoke to Jan-Erik Wikstr÷m on the telephone. ,spoke JanErik Wikstr÷m telephone
2618,joy,"Is up this early why?!?! Oh yeah, off to  for a meeting!!! ",early why Oh yeah meeting
2619,joy,"If you plan on knocking me down you are going to have to pick all 500,000 plus readers of my poetry back up. FOLLOW @MISSDISILGOLD Thx",plan knocking going pick 500000 plus readers poetry up FOLLOW   Thx
2620,neutral, Alecia . ,Alecia 
2621,joy,So tired... 3 more hours of work. ,tired 3 hours work
2622,surprise,"Lol, the first time I meet my sister's boyfriend, and he's half naked ",Lol time meet sisters boyfriend hes half naked
2623,anger,"; is it natural for my chest to hurt, and for my heart to be pounding this much, and for my blood pressure to rise!?! GAH! sucks.", natural chest hurt heart pounding much blood pressure rise GAH sucks
2624,joy,gonna get in trouble for not knowing my bat mitzvah stuff.. teacher is gonna yell at me #letthefunbegin #gonnaruinmyday,gonna trouble knowing bat mitzvah stuff teacher gonna yell #letthefunbegin #gonnaruinmyday
2625,sadness,@dark_barcelona saw a fat one.... body suit. right down to the draws smh ,  saw fat one body suit right draws smh
2626,sadness,@WalkingDead_AMC The MidSeason Finale was the most inhumane human ending EVER!      ,  MidSeason Finale inhumane human ending EVER
2627,neutral, No . Why ? , 
2628,neutral, Tony Bush . ,Tony Bush 
2629,joy,"Puis en rentrant faut que je fasse à manger, le ménage et mon sac ",Puis en rentrant faut que je fasse à manger le ménage et mon sac
2630,joy, Let's say about 6:00 ? ,Lets 6:00 
2631,fear,@socialkaty Me too. Actual %'s seem less important than psychology behind it. I know so many biz savvy Gen Xers who still resist. ,  too Actual %s important psychology it know biz savvy Gen Xers resist
2632,joy,U can't love others if you have not experienced the love of God in your life!    #HBCDenver,U cant love experienced love God life #HBCDenver
2633,sadness,Its hard to be separated from the one you really love! Even for a min!.....,hard separated love min
2634,joy,' final tomorrow... Class &amp; Stratification..!! ...i need entertainment! Im tired of studying.. , final tomorrow Class amp Stratification i need entertainment Im tired studying
2635,joy,"He 's a very contented baby , a joy to his parents and big sister , and today at nine weeks old ( 40+3 ) , he smiled at us for the first time . ",s contented baby  joy parents big sister  today weeks old ( 40+3 )  smiled time 
2636,surprise,**** Just got home :) He bought me Oreo Cheesecake and McDo! :) Had my early dinner at Flaming Wings! #HappyGirl,**** got home :) bought Oreo Cheesecake McDo :) early dinner Flaming Wings #HappyGirl
2637,joy,i hate myself for being such a procrastinator. midnight shower then five hours of sleep. ,hate procrastinator midnight shower hours sleep
2638,fear,"You can't have your dream, if you are afraid of your dream. What ever you fear - you will meet. The answer = Courage + Self-Awareness ",cant dream afraid dream fear  meet answer = Courage + SelfAwareness
2639,joy, OK . Then I'll be expecting you . ,OK  Ill expecting 
2640,sadness,When I learnt of the death of a friend.,learnt death friend
